student id,Gender,Aptitude Test,GRE Score,University Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Campus Name,Program,Session,Race,Country,Financial Aid,Transfer Student,Full-Time
058-74-2179,Male,GRE,312.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,Indiana Wesleyan UniversityIWU- Florence Education Center,IELP ,SM22,Filipino,Philippines,Yes,No,Yes
061-10-1462,Male,GRE,320.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Texas A&M University-CommerceTexas A&M University-Commerce,IELP/UG,SM22,Arabs,Jordan,No,No,No
573-00-9059,Female,GRE,328.0,Pass,3.25-3.49,Yes,Off-Campus,No,Illinois Eastern Community CollegesWabash Valley College,TESOL,SP22,Asian,Pakistan,No,No,No
893-07-8658,Male,GRE,294.0,Top 10,3.50-3.74,No,Off-Campus,No,University of Fairfax,IELP/MSESHM,FA22,White Irish,Ireland,Yes,No,Yes
700-86-1509,Female,GRE,320.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Wayne State CollegeWayne State College,IELP/ENVM,SP22,Arabs,Jordan,Yes,No,Yes
538-56-4001,Female,GRE,311.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Wayne County Community College DistrictWayne County Community College District,IELP/TESOL,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
547-26-2019,Female,GRE,311.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Dakota State UniversityDakota State University,MSHI,SM22,Kazakhs,Kazakhstan,No,No,Yes
134-59-5870,Female,GRE,304.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,ASA CollegeASA College - Manhattan Extension Center,IELP/HINF,SM22,Filipino,Philippines,No,Yes,Yes
828-37-8956,Male,GRE,311.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,Savannah State UniversitySavannah State University,IELP/ENVM,SP22,Asian,Pakistan,Yes,No,Yes
698-32-5401,Female,GRE,303.0,Bottom Half,3.75+,No,College Owned/Operated,No,Webster UniversityWebster University,IELP ,FA22,White British,United Kingdom,Yes,No,No
250-85-4835,Male,GRE,325.0,Pass,3.75+,No,College Owned/Operated,No,International Language Academy of Washington D.C.International Language Academy,IELP/MSASA,FA22,White British,United Kingdom,No,Yes,No
240-44-3589,Male,GRE,304.0,Top Quarter,3.75+,No,College Owned/Operated,No,Bluedata International InstituteBluedata International Institute,ENVM,SP22,Arabs,Morocco,Yes,No,Yes
197-18-5197,Male,GRE,316.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Alliant International University,IELP/HINF,SP22,White Irish,Ireland,Yes,No,No
364-15-2736,Male,GRE,306.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,Taylor Business Institute,TESOL,FA21,Arabs,Jordan,Yes,No,Yes
419-29-8072,Female,GRE,298.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,Christian Brothers UniversityChristian Brothers University,IELP/HINF,FA22,Asian,China,Yes,No,Yes
949-09-7386,Male,GRE,294.0,Pass,3.00-3.24,Yes,College Owned/Operated,Yes,Oakland Community CollegeAuburn Hills Campus,IELP ,SM22,Chhetri ,Nepal,No,No,No
857-92-0777,Male,GRE,292.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,Underwood UniversityUnderwood University,HINF,SP22,Asian,Pakistan,Yes,No,Yes
980-57-5013,Female,GRE,331.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,The University of ToledoThe University of Toledo - Main Campus,IELP/MBA,SP22,African,Congo,Yes,No,Yes
332-50-0491,Female,GRE,320.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Gulf Language School / North American University,MSHI,FA21,Arabs,Jordan,Yes,No,No
000-40-8031,Male,GRE,312.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Seminole State College of FloridaHeathrow Center,IELP/MSESHM,SM22,Filipino,Philippines,Yes,No,Yes
643-21-7482,Male,GRE,323.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Owens State Community CollegeOwens Community  College at Findlay,IELP,FA22,Voltaiques,Cote D'Ivoire,No,No,Yes
420-86-0228,Male,GRE,323.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Indiana Wesleyan UniversityIWU- Florence Education Center,HINF,FA21,African,Congo,No,No,Yes
579-57-4636,Male,GRE,306.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,UNDG,SM22,Chhetri ,Nepal,Yes,No,Yes
264-92-9264,Male,GRE,313.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,IELP/MSASA,SP22,Asian,Pakistan,Yes,No,No
418-62-8468,Trans,GRE,306.0,Bottom Half,3.75+,No,College Owned/Operated,No,International Language Academy of Washington D.C.International Language Academy,MHSI,SM22,Akan ,Ghana,Yes,No,No
910-43-8973,Female,GRE,303.0,Top Quarter,3.75+,No,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,IELP ,FA21,Arabs,Saudi Arabia,Yes,No,No
887-33-4406,Male,GRE,311.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Columbus Techincal College,IELP/MBA,FA21,African,Congo,Yes,No,No
917-38-7700,Male,GRE,317.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Eastern Michigan UniversityEastern Michigan University,EDUC,FA22,Filipino,Philippines,No,No,Yes
499-85-5107,Male,GRE,307.0,Top Half,2.50-2.99,Yes,College Owned/Operated,No,Discovery School LLC dba Discovery Learning CenterDiscovery Learning Center,MHSI,SM22,Kinh,Vietnam,Yes,No,No
393-43-9997,Female,GRE,300.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Indiana Wesleyan UniversityIWU- Florence Education Center,MSHI,SP22,Arabs,Morocco,Yes,No,Yes
149-07-6175,Male,GRE,331.0,Top Half,3.00-3.24,No,College Owned/Operated,No,INTERNATIONAL AMERICAN UNIVERSITYLos Angeles Main Campus,MAE,FA22,Asian,India,Yes,No,Yes
817-19-4176,Male,GRE,303.0,Top Half,3.50-3.74,Yes,College Owned/Operated,No,Bluedata International Institute,UG,SP22,Persians,Iran,Yes,No,Yes
316-81-0850,Male,GRE,335.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,University of North AmericaUoNA Main Campus,MSASA,FA22,Arabs,Jordan,No,No,Yes
011-03-8203,Male,GRE,290.0,Top Half,3.75+,No,College Owned/Operated,No,University of BridgeportUniversity of Bridgeport,HINF,FA22,Asian,India,Yes,No,Yes
727-11-7053,Male,GRE,305.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Southern Arkansas University,HINF,FA21,Arabs,Saudi Arabia,Yes,No,Yes
315-43-9331,Male,GRE,311.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,ASA CollegeASA College - Manhattan Extension Center,TESOL,SP22,Indo-Aryan,Bangladesh,No,No,No
083-34-1123,Female,GRE,324.0,Bottom Half,3.75+,No,College Owned/Operated,No,Wilmington University,IELP ,SM22,Voltaiques,Cote D'Ivoire,Yes,No,No
554-19-9059,Male,GRE,323.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,The University of Texas at El PasoUniversity of Texas at El Paso,MAE,FA22,Asian,Pakistan,Yes,No,Yes
030-82-2731,Female,GRE,323.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,UNDG,FA21,Indo-Aryan,Bangladesh,Yes,No,No
721-17-1764,Female,GRE,299.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Community College of VermontCCV Winooski,UNDG,SM22,Arabs,Morocco,No,Yes,Yes
677-64-5173,Male,GRE,323.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of the Cumberlands,IELP/TESOL,FA21,Voltaiques,Cote D'Ivoire,No,Yes,Yes
243-59-8081,Male,GRE,320.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,University of New Haven,MAE,SP22,Indo-Aryan,Bangladesh,No,No,Yes
393-32-8605,Male,GRE,291.0,Pass,2.0-2.49,Yes,College Owned/Operated,No,Texas A&M University-CommerceTexas A&M University-Commerce,UNDG,SM22,Chhetri ,Nepal,No,No,Yes
472-31-7664,Female,GRE,308.0,Top Half,3.75+,No,Off-Campus,No,Community College of VermontCCV Winooski,IELP/MSESHM,SM22,Kinh,Vietnam,Yes,No,No
432-40-6725,Male,GRE,335.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,St. Cloud State UniversitySt. Cloud State University,MSHI,FA21,Persians,Iran,No,No,Yes
547-27-9588,Not Disclosed,GRE,326.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",IELP/MBA,SP22,Chhetri ,Nepal,Yes,No,Yes
190-31-9705,Female,GRE,330.0,Bottom Half,3.00-3.24,No,Off-Campus,Yes,Wayne County Community College DistrictWayne County Community College District,IELP/UG,SP22,Kinh,Vietnam,Yes,No,No
094-00-6647,Female,GRE,296.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,ENVM,FA21,White British,United Kingdom,Yes,No,Yes
210-22-0904,Male,GRE,291.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,American Language AcademyALA Greensboro,EDUC,SP22,Indo-Aryan,Bangladesh,Yes,No,Yes
248-51-4330,Male,GRE,321.0,Top Half,3.00-3.24,Yes,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,UG,SM22,Chhetri ,Nepal,Yes,No,No
811-70-2079,Female,GRE,323.0,Top Half,3.50-3.74,No,College Owned/Operated,Yes,Language Systems International,IELP/UG,FA21,Chhetri ,Nepal,Yes,No,Yes
083-77-9405,Female,GRE,317.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,SDSU Global CampusSan Diego State University,ENVM,SP22,Arabs,Jordan,Yes,No,Yes
290-46-9213,Female,GRE,324.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,New York English Academy,IELP/MSESHM,FA21,White British,United Kingdom,Yes,No,Yes
121-81-2406,Male,GRE,295.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Long Island UniversityLIU Brooklyn,IELP,FA21,White British,United Kingdom,No,No,No
153-26-3355,Male,GRE,330.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,University of the Cumberlands,MSHI,FA22,White British,United Kingdom,Yes,No,Yes
791-90-2598,Female,GRE,333.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,California Preparatory CollegeCalifornia Preparatory College,ENVM,SM22,Arabs,Jordan,No,No,Yes
296-43-1604,Male,GRE,307.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,IELP ,SP22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
956-00-4351,Male,GRE,295.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Dakota State UniversityDakota State University,HINF,SM22,White British,United Kingdom,Yes,No,Yes
770-06-4629,Male,GRE,320.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,"New York General Consulting, Inc.",EDUC,SM22,Kinh,Vietnam,Yes,No,Yes
579-49-4689,Male,GRE,317.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,University of the PacificSan Francisco,MSHI,FA22,Arabs,Jordan,No,No,Yes
421-94-0734,Male,GRE,306.0,Pass,2.50-2.99,Yes,Off-Campus,No,Bluedata International Institute,IELP/MBA,SM22,Arabs,Saudi Arabia,No,No,No
079-89-9102,Female,GRE,331.0,Pass,3.25-3.49,Yes,College Owned/Operated,Yes,University of BridgeportUniversity of Bridgeport,MBA,SM22,Kazakhs,Kazakhstan,No,No,Yes
898-32-1373,Male,GRE,309.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,UNDG,FA22,Arabs,Saudi Arabia,No,No,No
854-04-7389,Female,GRE,334.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,Old Dominion UniversityOld Dominion University,ENVM,FA22,Chhetri ,Nepal,No,No,Yes
209-87-2677,Female,GRE,330.0,Top Half,2.50-2.99,No,College Owned/Operated,No,ASA CollegeASA College - Manhattan Extension Center,UNDG,FA21,Arabs,Morocco,Yes,No,Yes
232-83-5654,Male,GRE,292.0,Pass,3.00-3.24,Yes,Off-Campus,No,Taylor Business InstituteTaylor Business Institute,IELP/ENVM,FA22,Kinh,Vietnam,No,No,No
599-15-4320,Female,GRE,335.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,University of the PacificSan Francisco,IELP/UG,FA21,African,Congo,Yes,No,Yes
340-54-1193,Female,GRE,290.0,Pass,2.0-2.49,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,IELP/ENVM,FA21,Asian,Pakistan,No,No,No
494-17-1073,Male,GRE,312.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,UNDG,SM22,Asian,Pakistan,Yes,No,Yes
286-27-4094,Male,GRE,304.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,SDSU Global CampusSan Diego State University,IELP/MBA,SP22,Voltaiques,Cote D'Ivoire,Yes,No,No
889-02-6377,Female,GRE,315.0,Top Half,3.00-3.24,No,College Owned/Operated,Yes,Concordia UniversityConcordia University Wisconsin,ENVM,FA21,Akan ,Ghana,Yes,No,Yes
511-54-2699,Female,GRE,333.0,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,Oklahoma City UniversityOklahoma City University,EDUC,FA21,Arabs,Saudi Arabia,Yes,No,Yes
883-01-8720,Male,GRE,326.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,Central Michigan UniversityCentral Michigan University,IELP/HINF,SM22,White British,United Kingdom,No,No,Yes
441-07-1128,Female,GRE,305.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,University of CincinnatiUniversity of Cincinnati,EDUC,SM22,Voltaiques,Cote D'Ivoire,No,Yes,Yes
108-05-8899,Male,GRE,319.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,University of New Haven,TESOL,FA22,Kinh,Vietnam,Yes,No,Yes
630-91-4196,Female,GRE,320.0,Pass,2.0-2.49,No,College Owned/Operated,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,UG,SP22,Arabs,Jordan,No,Yes,Yes
694-22-6709,Male,GRE,327.0,Top Quarter,2.0-2.49,No,College Owned/Operated,No,Grand Valley State UniversityAllendale Campus,EDUC,SM22,White Irish,Ireland,Yes,Yes,Yes
844-83-9217,Female,GRE,316.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,MBA,FA22,Arabs,Morocco,Yes,No,Yes
958-22-2083,Male,GRE,290.0,Top Half,3.00-3.24,No,College Owned/Operated,No,University of New Haven,IELP/HINF,SM22,Arabs,Saudi Arabia,Yes,No,Yes
560-54-5690,Male,GRE,308.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Concordia UniversityConcordia University Wisconsin,IELP/ENVM,FA22,Arabs,Jordan,No,No,No
147-11-4961,Male,GRE,310.0,Top Half,3.75+,No,College Owned/Operated,No,Campus EducationCampus Education/Manhattan,UG,SM22,Asian,Pakistan,Yes,No,Yes
581-51-8487,Female,GRE,321.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Oakland Community CollegeAuburn Hills Campus,IELP/ENVM,SM22,Voltaiques,Cote D'Ivoire,Yes,Yes,Yes
456-59-9638,Male,GRE,310.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,Alliant International University,IELP/MBA,SP22,Asian,China,No,No,Yes
528-83-8137,Male,GRE,292.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Indiana Wesleyan UniversityIWU- Florence Education Center,TESOL,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
729-22-9128,Male,GRE,295.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,MBA,SP22,White British,United Kingdom,No,No,Yes
017-07-8509,Female,GRE,293.0,Pass,2.0-2.49,Yes,College Owned/Operated,No,ASA CollegeASA College - Manhattan Extension Center,IELP/MBA,FA22,Chhetri ,Nepal,No,No,Yes
920-60-6139,Male,GRE,306.0,Top Half,2.50-2.99,No,College Owned/Operated,No,ASA College - Manhattan Extension Center,MSESHM,SM22,Arabs,Morocco,Yes,No,Yes
283-26-4014,Female,GRE,335.0,Bottom Half,2.50-2.99,No,Off-Campus,No,The University of Texas at El PasoUniversity of Texas at El Paso,IELP/UG,SM22,Arabs,Saudi Arabia,Yes,No,Yes
790-54-3709,Male,GRE,317.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Webster UniversityWebster University,IELP/EDUC,SP22,Arabs,Saudi Arabia,Yes,No,Yes
133-63-4932,Male,GRE,318.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,SDSU Global CampusSan Diego State University,IELP/UG,FA21,White Irish,Ireland,No,No,Yes
238-39-1900,Female,GRE,306.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Rivier UniversityRivier University,MBA,FA22,Arabs,Jordan,Yes,No,Yes
362-97-3304,Female,GRE,317.0,Top Half,3.25-3.49,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,IELP/ENVM,SP22,Kazakhs,Kazakhstan,Yes,No,Yes
301-68-8475,Male,GRE,315.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,Gulf Language School / North American University,IELP/ENVM,SP22,Asian,India,No,No,Yes
177-57-5380,Female,GRE,333.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Lewis UniversityLewis University-Main Campus,EDUC,SM22,Arabs,Morocco,No,No,Yes
773-05-8055,Male,GRE,306.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of North Carolina at CharlotteUniv. of North Carolina at Charlotte,EDUC,FA22,Indo-Aryan,Bangladesh,Yes,No,Yes
793-67-0616,Male,GRE,293.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,University of the CumberlandsUniversity of the Cumberlands,TESOL,SM22,Chhetri ,Nepal,No,No,No
057-28-3296,Female,GRE,305.0,Top Half,3.75+,No,College Owned/Operated,No,Long Island UniversityLIU Brooklyn,IELP/ENVM,FA22,Asian,Pakistan,Yes,No,Yes
211-66-8976,Female,GRE,310.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Computer Systems InstituteSkokie Campus,MSHI,FA22,Arabs,Saudi Arabia,Yes,No,Yes
994-28-1235,Male,GRE,332.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Alliant International University,EDUC,SM22,Persians,Iran,Yes,No,Yes
090-62-0148,Male,GRE,329.0,Top Half,2.50-2.99,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,MSASA,FA22,Asian,Pakistan,Yes,No,Yes
038-10-9051,Male,GRE,299.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Governors State UniversityGovernors State University,MAE,FA21,Chhetri ,Nepal,Yes,No,Yes
322-97-1423,Male,GRE,310.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,IELP/UG,FA21,Voltaiques,Cote D'Ivoire,Yes,No,Yes
018-22-3094,Male,GRE,304.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,Webster UniversityWebster University,IELP/HINF,SP22,Asian,Pakistan,No,No,Yes
014-66-2827,Male,GRE,316.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of the CumberlandsUniversity of the Cumberlands,IELP/MSASA,FA22,Kazakhs,Kazakhstan,Yes,No,Yes
752-03-0329,Female,GRE,321.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,University of New Haven,TESOL,FA22,Persians,Iran,Yes,No,No
476-49-3329,Male,GRE,308.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,IELP/EDUC,FA21,Asian,China,No,No,Yes
921-40-4645,Male,GRE,335.0,Pass,2.0-2.49,Yes,College Owned/Operated,No,Saint Michael's College,IELP,SM22,Asian,China,Yes,No,Yes
679-18-4129,Male,GRE,317.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,UG,SP22,Arabs,Morocco,No,No,No
492-49-8112,Male,GRE,318.0,Bottom Half,3.50-3.74,Yes,College Owned/Operated,Yes,Piedmont Technical College,IELP/MBA,FA21,Asian,Pakistan,Yes,No,Yes
404-75-7597,Male,GRE,293.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Governors State University,EDUC,FA21,Arabs,Morocco,Yes,No,Yes
219-19-8237,Not Disclosed,GRE,333.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Computer Systems InstituteSkokie Campus,MAE,FA21,Asian,India,No,No,Yes
614-00-0656,Male,GRE,301.0,Top Quarter,3.25-3.49,No,College Owned/Operated,Yes,Gulf Language SchoolNorth American University,IELP/UNDG,SM22,Asian,Pakistan,Yes,No,Yes
164-71-9205,Female,GRE,304.0,Top Half,2.50-2.99,No,College Owned/Operated,Yes,Central Michigan UniversityCentral Michigan University,IELP/HINF,SP22,Arabs,Saudi Arabia,No,No,Yes
295-53-5099,Female,GRE,314.0,Pass,2.50-2.99,Yes,College Owned/Operated,No,Grand Valley State UniversityAllendale Campus,MSESHM,SP22,White Irish,Ireland,No,No,Yes
158-68-9187,Male,GRE,305.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of the PotomacUniversity of the Potomac,MSASA,FA22,White Irish,Ireland,No,No,No
445-15-8507,Male,GRE,323.0,Top Half,3.75+,No,Off-Campus,No,transfer out to Manhattan English Center,IELP/HINF,FA21,Arabs,Saudi Arabia,No,No,Yes
066-92-5435,Trans,GRE,294.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Community College of VermontCCV Winooski,IELP/UNDG,SM22,Voltaiques,Cote D'Ivoire,No,No,Yes
820-91-9230,Male,GRE,298.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Brookdale Community CollegeBrookdale Community College,IELP/MSESHM,SM22,African,Congo,Yes,No,Yes
265-94-2568,Male,GRE,306.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,University of the PotomacUniversity of the Potomac1,MHSI,FA21,African,Congo,No,No,Yes
494-72-4296,Female,GRE,309.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Houston Community College SystemSystem Administration Office,ENVM,FA21,Filipino,Philippines,No,No,Yes
398-52-4384,Male,GRE,297.0,Top Half,3.75+,No,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,MHSI,SP22,Arabs,Morocco,Yes,No,Yes
901-00-9431,Female,GRE,309.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Taylor Business Institute,HINF,FA22,Persians,Iran,No,No,Yes
587-25-6721,Female,GRE,292.0,Pass,3.00-3.24,Yes,College Owned/Operated,No,transfer out to Manhattan English Center,IELP/MBA,SM22,Arabs,Jordan,No,No,No
548-45-2896,Female,GRE,309.0,Top Half,2.50-2.99,No,College Owned/Operated,No,"New York General Consulting, Inc.New York General Consulting, Inc.",MAE,FA21,Akan ,Ghana,No,No,Yes
514-15-2999,Male,GRE,307.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,University of the Cumberlands,MSESHM,SM22,Filipino,Philippines,No,No,Yes
843-79-6264,Male,GRE,291.0,Bottom Quarter,3.00-3.24,No,College Owned/Operated,Yes,Campbellsville UniversityCampbellsville University - Louisville,UG,SP22,African,Congo,No,No,Yes
519-50-1083,Male,GRE,290.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Washington University of VirginiaWashington Campus,IELP/EDUC,SM22,African,Congo,Yes,No,Yes
783-83-5387,Female,GRE,305.0,Pass,3.25-3.49,No,College Owned/Operated,No,University of North TexasUniversity of North Texas,IELP/MBA,FA21,White British,United Kingdom,No,Yes,Yes
368-77-8366,Male,GRE,297.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Southern Arkansas UniversitySouthern Arkansas University,IELP/MSESHM,SP22,Chhetri ,Nepal,No,No,Yes
000-81-1622,Male,GRE,297.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Monroe CollegeMonroe College1,UG,SM22,Arabs,Saudi Arabia,No,No,Yes
509-00-3650,Male,GRE,308.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Washington University of VirginiaWashington Campus,IELP,FA21,Arabs,Jordan,No,No,Yes
516-99-7919,Male,GRE,330.0,Top Half,3.75+,No,College Owned/Operated,No,Oklahoma Christian UniversityOklahoma Christian University,UNDG,SM22,Arabs,Jordan,No,No,Yes
082-10-6346,Female,GRE,326.0,Pass,2.0-2.49,Yes,College Owned/Operated,No,Trine UniversityTrine University-Detroit MI Regional Ctr,IELP/HINF,SM22,White Irish,Ireland,Yes,No,No
771-19-4907,Female,GRE,316.0,Pass,2.0-2.49,Yes,College Owned/Operated,No,transfer out to Manhattan English Center,IELP/MSESHM,FA22,Filipino,Philippines,Yes,No,Yes
452-29-4375,Male,GRE,315.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,The University of Texas at El PasoUniversity of Texas at El Paso,TESOL,FA22,Voltaiques,Cote D'Ivoire,No,No,Yes
534-69-2479,Female,GRE,314.0,Pass,3.00-3.24,Yes,College Owned/Operated,Yes,Brookdale Community College,UG,FA21,Arabs,Saudi Arabia,Yes,No,No
847-03-7434,Male,GRE,294.0,Top Half,3.50-3.74,Yes,College Owned/Operated,No,North American UniversityNorth American University,IELP/MSESHM,SM22,Arabs,Saudi Arabia,No,No,Yes
984-12-0930,Male,GRE,310.0,Pass,1.0-1.99,Yes,College Owned/Operated,No,Gulf Language SchoolNorth American University,IELP/TESOL,FA22,Asian,China,No,No,Yes
601-62-8853,Male,GRE,324.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,IELP/TESOL,FA21,Indo-Aryan,Bangladesh,Yes,No,Yes
422-97-7542,Female,GRE,306.0,Pass,2.50-2.99,No,College Owned/Operated,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,IELP/TESOL,SP22,Filipino,Philippines,No,No,Yes
393-10-3003,Male,GRE,309.0,Pass,3.00-3.24,No,Off-Campus,No,Lindsey Wilson CollegeLindsey Wilson College,TESOL,FA22,Arabs,Morocco,Yes,No,Yes
862-81-9110,Male,GRE,290.0,Pass,1.0-1.99,No,Off-Campus,No,Park UniversityPark University,IELP/MBA,FA22,Chhetri ,Nepal,Yes,No,No
209-62-5076,Male,GRE,315.0,Pass,2.50-2.99,No,College Owned/Operated,No,Park UniversityPark University,ENVM,SM22,Arabs,Saudi Arabia,Yes,No,Yes
287-66-4221,Male,GRE,335.0,Bottom Quarter,3.75+,No,College Owned/Operated,No,California Preparatory CollegeCalifornia Preparatory College,MHSI,SM22,African,Congo,No,No,Yes
219-06-3619,Female,GRE,304.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,New York English Academy,IELP/ENVM,SM22,Arabs,Jordan,No,No,Yes
610-13-2760,Female,GRE,303.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",IELP/TESOL,SM22,Arabs,Morocco,No,No,Yes
127-60-3922,Female,GRE,303.0,Pass,3.25-3.49,No,College Owned/Operated,No,Grand Valley State UniversityAllendale Campus,MSESHM,SM22,Kinh,Vietnam,No,No,No
525-98-8468,Male,GRE,300.0,Pass,3.25-3.49,Yes,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,IELP/MSASA,FA22,Voltaiques,Cote D'Ivoire,No,No,Yes
